               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
28,0.020767,0.023965,0.015421,0.85498,0.74851,0.85111,0.55207,0.019264,0.0042578,0.0047631,0.0098664,0.0098664,0.0098664
29,0.020921,0.023796,0.014796,0.84503,0.76409,0.84248,0.53054,0.018936,0.0043177,0.0050565,0.0098614,0.0098614,0.0098614
30,0.020973,0.023873,0.015235,0.84694,0.76569,0.85714,0.55788,0.019744,0.0041963,0.0041689,0.0098565,0.0098565,0.0098565
31,0.020822,0.023815,0.014992,0.82067,0.77774,0.86275,0.53853,0.020496,0.0042437,0.0046098,0.0098515,0.0098515,0.0098515
32,0.020799,0.023748,0.014393,0.85662,0.79762,0.86203,0.555,0.019576,0.0042652,0.003649,0.0098466,0.0098466,0.0098466
33,0.020256,0.023348,0.01439,0.84944,0.79439,0.88224,0.57754,0.019247,0.0040589,0.0036941,0.0098416,0.0098416,0.0098416
34,0.02056,0.023485,0.014157,0.8489,0.83744,0.86587,0.57287,0.018798,0.0039645,0.0041392,0.0098367,0.0098367,0.0098367
35,0.020322,0.023503,0.013898,0.81437,0.86074,0.89202,0.55589,0.019751,0.0041683,0.0038818,0.0098317,0.0098317,0.0098317
36,0.020516,0.023228,0.013866,0.84822,0.82065,0.88098,0.5795,0.01914,0.0040161,0.003734,0.0098268,0.0098268,0.0098268
37,0.020306,0.022836,0.014051,0.86523,0.80454,0.89584,0.60171,0.018816,0.0039687,0.0035641,0.0098218,0.0098218,0.0098218
38,0.020167,0.023138,0.013763,0.86926,0.83066,0.88304,0.60019,0.018159,0.0040055,0.0044077,0.0098169,0.0098169,0.0098169
39,0.020249,0.022952,0.013638,0.91618,0.784,0.90548,0.60619,0.018595,0.003975,0.003326,0.0098119,0.0098119,0.0098119
40,0.020087,0.022577,0.013447,0.8381,0.84829,0.89711,0.58959,0.018537,0.0039637,0.00376,0.009807,0.009807,0.009807
41,0.019882,0.022679,0.013374,0.86768,0.85377,0.90343,0.61514,0.018184,0.0038675,0.0040978,0.009802,0.009802,0.009802
42,0.020088,0.022773,0.013313,0.87116,0.83105,0.89968,0.61133,0.018059,0.003881,0.0035668,0.009797,0.009797,0.009797
43,0.0199,0.022912,0.013372,0.83493,0.84083,0.88899,0.60829,0.018555,0.0038,0.0036179,0.0097921,0.0097921,0.0097921
44,0.019861,0.022644,0.013273,0.8821,0.82135,0.9009,0.6095,0.017689,0.0038785,0.0032995,0.0097871,0.0097871,0.0097871
45,0.01971,0.022577,0.013124,0.90724,0.82559,0.91053,0.61903,0.018186,0.0039096,0.0030724,0.0097822,0.0097822,0.0097822
46,0.019856,0.022436,0.012834,0.83457,0.87059,0.9117,0.62419,0.018523,0.0038019,0.0036515,0.0097773,0.0097773,0.0097773
47,0.019644,0.022316,0.01287,0.87113,0.84157,0.90576,0.6149,0.01803,0.0039014,0.003466,0.0097723,0.0097723,0.0097723
48,0.019647,0.022351,0.012917,0.8522,0.85887,0.90839,0.6226,0.017471,0.0037076,0.0034439,0.0097674,0.0097674,0.0097674
49,0.01957,0.022276,0.012463,0.89357,0.82716,0.9104,0.63204,0.017452,0.0037166,0.0036959,0.0097624,0.0097624,0.0097624
50,0.019468,0.022342,0.01232,0.85604,0.86265,0.89791,0.61242,0.017715,0.003733,0.003756,0.0097575,0.0097575,0.0097575
51,0.019444,0.022202,0.012455,0.86083,0.86668,0.90982,0.61976,0.01797,0.0037403,0.0035051,0.0097525,0.0097525,0.0097525
52,0.019455,0.022132,0.012502,0.87166,0.87138,0.91356,0.63456,0.017738,0.0036508,0.0032465,0.0097476,0.0097476,0.0097476
53,0.019587,0.022344,0.012524,0.88652,0.85409,0.91283,0.63922,0.017607,0.0036989,0.0033614,0.0097426,0.0097426,0.0097426
54,0.019463,0.022015,0.012239,0.86277,0.83817,0.91234,0.64197,0.017336,0.0036568,0.0034181,0.0097377,0.0097377,0.0097377
55,0.019527,0.022162,0.012522,0.86599,0.8915,0.92028,0.63875,0.017382,0.0036484,0.0025333,0.0097327,0.0097327,0.0097327
56,0.019248,0.022092,0.012238,0.8867,0.87483,0.92705,0.64204,0.017368,0.0036323,0.0032514,0.0097278,0.0097278,0.0097278
57,0.019378,0.021954,0.011729,0.90436,0.84257,0.92605,0.63828,0.017712,0.0036492,0.0029677,0.0097228,0.0097228,0.0097228
58,0.019275,0.021798,0.012191,0.87913,0.87078,0.92911,0.64566,0.017439,0.0037001,0.0026869,0.0097179,0.0097179,0.0097179
59,0.01932,0.021843,0.011991,0.87199,0.87542,0.92063,0.63323,0.017579,0.003703,0.0027117,0.0097129,0.0097129,0.0097129
60,0.019202,0.021774,0.012033,0.90318,0.87359,0.92906,0.64904,0.017421,0.0037168,0.0025086,0.009708,0.009708,0.009708
61,0.019173,0.021829,0.011891,0.87412,0.87974,0.92795,0.65445,0.016889,0.0037448,0.0027061,0.009703,0.009703,0.009703
62,0.019095,0.021846,0.011866,0.90017,0.87272,0.93254,0.66149,0.016644,0.0035987,0.0022943,0.009698,0.009698,0.009698
63,0.018978,0.021582,0.011512,0.89728,0.86397,0.93351,0.66732,0.016702,0.0035709,0.0025734,0.0096931,0.0096931,0.0096931
64,0.019004,0.021579,0.011738,0.86999,0.89207,0.93159,0.66116,0.016841,0.0036055,0.0024358,0.0096881,0.0096881,0.0096881
65,0.019086,0.021821,0.011853,0.90981,0.89529,0.93226,0.65559,0.016683,0.0036087,0.0027403,0.0096832,0.0096832,0.0096832
66,0.019023,0.021415,0.011238,0.89425,0.90215,0.92845,0.66786,0.016275,0.0035213,0.0026596,0.0096783,0.0096783,0.0096783
67,0.019049,0.021423,0.011742,0.91161,0.88223,0.92682,0.66311,0.016377,0.0035236,0.0025366,0.0096733,0.0096733,0.0096733
68,0.019024,0.021812,0.011728,0.87022,0.90057,0.92949,0.66018,0.016391,0.0035431,0.0026491,0.0096684,0.0096684,0.0096684
69,0.018911,0.021499,0.011431,0.86265,0.91246,0.93457,0.66855,0.016493,0.0035519,0.00289,0.0096634,0.0096634,0.0096634
70,0.018857,0.021437,0.011526,0.90228,0.89614,0.94294,0.67364,0.016636,0.0035324,0.0024947,0.0096585,0.0096585,0.0096585
71,0.019054,0.02142,0.011421,0.8778,0.90267,0.93777,0.66858,0.016631,0.0035457,0.0027878,0.0096535,0.0096535,0.0096535
72,0.018746,0.021273,0.011075,0.89297,0.89683,0.94181,0.67547,0.016685,0.0034381,0.0025838,0.0096486,0.0096486,0.0096486
73,0.018791,0.021269,0.01103,0.89639,0.91474,0.94031,0.67004,0.016664,0.0034258,0.0025441,0.0096436,0.0096436,0.0096436
74,0.018864,0.021312,0.01157,0.90418,0.89856,0.94382,0.67228,0.016597,0.0034416,0.0024229,0.0096387,0.0096387,0.0096387
75,0.018792,0.021182,0.011123,0.89502,0.92885,0.94514,0.6715,0.016603,0.0034735,0.0023266,0.0096337,0.0096337,0.0096337
76,0.018679,0.021334,0.011051,0.87685,0.91112,0.94187,0.66291,0.016796,0.0035146,0.0026335,0.0096288,0.0096288,0.0096288
77,0.018731,0.021171,0.010783,0.90263,0.87034,0.93501,0.66259,0.016683,0.0035072,0.0025873,0.0096238,0.0096238,0.0096238
78,0.018788,0.02124,0.011019,0.88068,0.88807,0.93364,0.66417,0.016574,0.0034816,0.0028085,0.0096188,0.0096188,0.0096188
79,0.018782,0.021292,0.011113,0.8887,0.8984,0.93168,0.65872,0.01682,0.003499,0.0029037,0.0096139,0.0096139,0.0096139
80,0.01874,0.021293,0.010755,0.88676,0.90504,0.93366,0.66543,0.01688,0.0034574,0.0029146,0.009609,0.009609,0.009609
81,0.018725,0.021203,0.010797,0.89394,0.90136,0.93588,0.66859,0.016837,0.0034049,0.002768,0.009604,0.009604,0.009604
82,0.018661,0.021376,0.011118,0.91434,0.89426,0.93967,0.6809,0.016432,0.0033766,0.0027415,0.009599,0.009599,0.009599
83,0.018602,0.021143,0.010961,0.91333,0.89171,0.9421,0.67949,0.016508,0.0033751,0.0026221,0.0095941,0.0095941,0.0095941
84,0.018622,0.0212,0.011152,0.9439,0.88781,0.94672,0.68571,0.016589,0.0033696,0.0024387,0.0095892,0.0095892,0.0095892
85,0.018331,0.02098,0.010601,0.9177,0.91764,0.94632,0.68065,0.016575,0.0033727,0.0023219,0.0095842,0.0095842,0.0095842
86,0.01868,0.021311,0.011166,0.92388,0.90225,0.94461,0.67711,0.016669,0.0033938,0.0022423,0.0095793,0.0095793,0.0095793
87,0.018485,0.021047,0.010562,0.89677,0.92919,0.94457,0.67405,0.016815,0.0034239,0.0022084,0.0095743,0.0095743,0.0095743
88,0.018357,0.020722,0.010985,0.89088,0.9119,0.94446,0.67543,0.016741,0.0034123,0.002185,0.0095694,0.0095694,0.0095694
89,0.018332,0.020754,0.010712,0.91127,0.90065,0.94447,0.68488,0.016538,0.0033906,0.002143,0.0095644,0.0095644,0.0095644
90,0.018462,0.020846,0.010383,0.9236,0.88702,0.94475,0.68897,0.016429,0.0033852,0.0021741,0.0095595,0.0095595,0.0095595
91,0.018437,0.020936,0.010811,0.91678,0.90418,0.94322,0.69207,0.016327,0.0033673,0.0021953,0.0095545,0.0095545,0.0095545
92,0.018509,0.020931,0.010875,0.91591,0.91108,0.94402,0.69407,0.016252,0.0033473,0.0022273,0.0095496,0.0095496,0.0095496
93,0.018322,0.020735,0.010418,0.91702,0.91309,0.94661,0.69837,0.016137,0.0033309,0.0022089,0.0095446,0.0095446,0.0095446
94,0.018125,0.02075,0.010479,0.92106,0.91298,0.94707,0.70203,0.01606,0.0033318,0.0022456,0.0095397,0.0095397,0.0095397
95,0.018271,0.020767,0.010324,0.92038,0.90773,0.94683,0.70183,0.015992,0.0033402,0.0022781,0.0095347,0.0095347,0.0095347
96,0.018354,0.020744,0.010573,0.9226,0.90595,0.94818,0.70057,0.015961,0.0033465,0.002237,0.0095298,0.0095298,0.0095298
97,0.01822,0.02052,0.010397,0.92277,0.91186,0.94748,0.69781,0.016032,0.0033482,0.002266,0.0095248,0.0095248,0.0095248
98,0.018146,0.02051,0.01017,0.92271,0.91742,0.94786,0.69709,0.015974,0.0033511,0.0022752,0.0095198,0.0095198,0.0095198
99,0.018232,0.02046,0.0103,0.93208,0.91988,0.94815,0.69886,0.015933,0.00335,0.0022839,0.0095149,0.0095149,0.0095149
100,0.018195,0.020753,0.010592,0.93228,0.91823,0.95022,0.701,0.015892,0.003334,0.0021998,0.00951,0.00951,0.00951
101,0.018221,0.020532,0.010225,0.93367,0.91761,0.95026,0.69985,0.015886,0.0033263,0.0021694,0.009505,0.009505,0.009505
102,0.018118,0.020459,0.01035,0.93201,0.91722,0.95016,0.69828,0.015863,0.0033223,0.0021356,0.0095,0.0095,0.0095
103,0.018235,0.02059,0.010558,0.93456,0.91906,0.9503,0.69377,0.015749,0.0033298,0.0021162,0.0094951,0.0094951,0.0094951
104,0.018102,0.020341,0.010498,0.9348,0.92504,0.95014,0.69634,0.015651,0.0033266,0.0020994,0.0094902,0.0094902,0.0094902
105,0.018249,0.020565,0.010212,0.93691,0.92308,0.94937,0.69439,0.015605,0.0033266,0.0020907,0.0094852,0.0094852,0.0094852
106,0.018153,0.020458,0.010492,0.93549,0.92275,0.95092,0.69585,0.015542,0.0033278,0.0020833,0.0094803,0.0094803,0.0094803
107,0.018199,0.02065,0.010152,0.93631,0.91895,0.95064,0.69647,0.015535,0.0033353,0.00214,0.0094753,0.0094753,0.0094753
108,0.018105,0.020283,0.010035,0.92756,0.92006,0.94747,0.69456,0.015525,0.0033384,0.0021866,0.0094704,0.0094704,0.0094704
109,0.018108,0.020553,0.010145,0.93404,0.91989,0.94991,0.69595,0.015502,0.0033352,0.0022037,0.0094654,0.0094654,0.0094654
110,0.018283,0.020766,0.010024,0.93363,0.91915,0.9502,0.69709,0.015484,0.0033316,0.0022203,0.0094605,0.0094605,0.0094605
111,0.017928,0.020318,0.0098916,0.93292,0.91775,0.94911,0.69824,0.01547,0.0033255,0.0022398,0.0094555,0.0094555,0.0094555
112,0.018177,0.020375,0.0099836,0.92819,0.9204,0.94916,0.6968,0.015485,0.0033239,0.0022871,0.0094506,0.0094506,0.0094506
113,0.018173,0.020325,0.010332,0.9272,0.91589,0.94851,0.69497,0.015497,0.003317,0.0023504,0.0094456,0.0094456,0.0094456
114,0.017927,0.020312,0.010007,0.92392,0.91709,0.94813,0.69751,0.015488,0.0033123,0.002393,0.0094407,0.0094407,0.0094407
115,0.018002,0.020298,0.0097149,0.92636,0.91845,0.94965,0.69894,0.015475,0.0033037,0.0024176,0.0094357,0.0094357,0.0094357
116,0.017948,0.020431,0.0096374,0.92656,0.91938,0.95064,0.69962,0.015445,0.0032996,0.0024244,0.0094307,0.0094307,0.0094307
117,0.018067,0.020488,0.010108,0.91993,0.92102,0.94998,0.7013,0.015427,0.0033006,0.0024289,0.0094258,0.0094258,0.0094258
118,0.018065,0.020163,0.010033,0.92583,0.92563,0.95073,0.7013,0.015417,0.0033008,0.0024146,0.0094208,0.0094208,0.0094208
119,0.018089,0.020568,0.0099096,0.92486,0.92716,0.9498,0.70024,0.015388,0.0032972,0.0023979,0.0094159,0.0094159,0.0094159
120,0.018036,0.020495,0.0097007,0.92377,0.9283,0.94964,0.70127,0.015378,0.0032977,0.0023803,0.0094109,0.0094109,0.0094109
121,0.017811,0.020196,0.0098885,0.92168,0.93098,0.94995,0.70172,0.015346,0.0033034,0.0023486,0.009406,0.009406,0.009406
122,0.017904,0.020288,0.0095744,0.91958,0.93027,0.94907,0.70185,0.015317,0.0033053,0.002327,0.009401,0.009401,0.009401
123,0.017799,0.020107,0.0095722,0.9282,0.93005,0.94931,0.70189,0.015288,0.003305,0.0023165,0.0093961,0.0093961,0.0093961
124,0.017697,0.020248,0.0095451,0.93,0.9309,0.95138,0.7025,0.015269,0.0033057,0.0023072,0.0093912,0.0093912,0.0093912
125,0.018068,0.02035,0.0098962,0.93022,0.93044,0.95142,0.70266,0.015272,0.0033076,0.0022924,0.0093862,0.0093862,0.0093862
126,0.017753,0.020216,0.0097062,0.93128,0.93011,0.95173,0.70198,0.01527,0.0033079,0.0022818,0.0093813,0.0093813,0.0093813
127,0.017928,0.020228,0.0097902,0.93676,0.92983,0.95423,0.70487,0.01526,0.003306,0.0022622,0.0093763,0.0093763,0.0093763
128,0.017804,0.020247,0.0096742,0.93574,0.93023,0.95457,0.70592,0.015242,0.0033044,0.0022454,0.0093714,0.0093714,0.0093714
129,0.017791,0.020031,0.0097128,0.93763,0.9302,0.95437,0.70647,0.015233,0.0033043,0.0022446,0.0093664,0.0093664,0.0093664
130,0.017798,0.020346,0.0095426,0.93951,0.92611,0.95396,0.70606,0.01523,0.0033033,0.0022257,0.0093615,0.0093615,0.0093615
131,0.017836,0.019838,0.0095488,0.94081,0.9265,0.95439,0.70473,0.015228,0.0033029,0.0021988,0.0093565,0.0093565,0.0093565
132,0.017825,0.020149,0.0095332,0.94137,0.92514,0.95481,0.70492,0.015224,0.0033039,0.0021707,0.0093516,0.0093516,0.0093516
133,0.017743,0.020351,0.009658,0.94513,0.92428,0.9552,0.70547,0.01523,0.0033032,0.0021463,0.0093466,0.0093466,0.0093466
134,0.0178,0.019936,0.0098479,0.94545,0.92351,0.9556,0.70573,0.015225,0.0033033,0.0021329,0.0093416,0.0093416,0.0093416
135,0.017905,0.020054,0.0098172,0.93331,0.92765,0.95387,0.70359,0.015213,0.0033036,0.0021292,0.0093367,0.0093367,0.0093367
136,0.017754,0.02,0.0095914,0.93275,0.92868,0.95419,0.70307,0.015195,0.0033046,0.0021157,0.0093317,0.0093317,0.0093317
137,0.017849,0.01993,0.0093595,0.93256,0.93149,0.95375,0.70247,0.015181,0.0033035,0.0021031,0.0093268,0.0093268,0.0093268
138,0.017561,0.019763,0.0096913,0.93076,0.93252,0.95393,0.70335,0.015177,0.0033047,0.0020856,0.0093219,0.0093219,0.0093219
139,0.017696,0.019847,0.0097418,0.93037,0.93185,0.95367,0.70402,0.015177,0.0033051,0.0020812,0.0093169,0.0093169,0.0093169
140,0.017617,0.019766,0.009113,0.92994,0.93215,0.95387,0.70379,0.015178,0.003304,0.0020734,0.0093119,0.0093119,0.0093119
141,0.017682,0.020051,0.0094135,0.92875,0.93303,0.95394,0.704,0.015171,0.0033049,0.0020773,0.009307,0.009307,0.009307
142,0.017593,0.01978,0.0093205,0.92922,0.93309,0.95377,0.70245,0.015169,0.0033036,0.0020838,0.009302,0.009302,0.009302
143,0.017547,0.019853,0.0091172,0.92958,0.9327,0.9539,0.7032,0.015172,0.0033013,0.0020885,0.0092971,0.0092971,0.0092971
144,0.017567,0.019839,0.0093844,0.92996,0.93251,0.95391,0.70398,0.015182,0.0032989,0.0020875,0.0092922,0.0092922,0.0092922
145,0.017751,0.019866,0.0091389,0.92831,0.93624,0.95418,0.70596,0.015187,0.0032971,0.0020826,0.0092872,0.0092872,0.0092872
146,0.017547,0.019867,0.0095651,0.92633,0.93743,0.95393,0.70472,0.015194,0.0032959,0.0020754,0.0092823,0.0092823,0.0092823
147,0.017498,0.020055,0.0093526,0.92301,0.93835,0.95355,0.70399,0.015202,0.0032955,0.0020743,0.0092773,0.0092773,0.0092773
148,0.017473,0.019609,0.0096407,0.91734,0.93832,0.95259,0.70278,0.015197,0.0032939,0.0020726,0.0092724,0.0092724,0.0092724
149,0.017616,0.020056,0.0094621,0.91685,0.93831,0.95285,0.70345,0.015206,0.0032939,0.0020697,0.0092674,0.0092674,0.0092674
150,0.017549,0.019893,0.0094217,0.91638,0.9378,0.95274,0.70285,0.015218,0.0032936,0.0020704,0.0092625,0.0092625,0.0092625
151,0.017637,0.019778,0.0095107,0.91616,0.93763,0.95281,0.70301,0.015236,0.0032942,0.0020877,0.0092575,0.0092575,0.0092575
152,0.017667,0.019713,0.0095649,0.91695,0.93727,0.95247,0.70188,0.015242,0.0032937,0.0021033,0.0092526,0.0092526,0.0092526
153,0.017647,0.019861,0.0094424,0.91687,0.93666,0.95253,0.70125,0.015244,0.0032935,0.0021157,0.0092476,0.0092476,0.0092476
154,0.017601,0.019811,0.0094396,0.91674,0.93477,0.9524,0.70197,0.015241,0.0032931,0.0021183,0.0092426,0.0092426,0.0092426
155,0.01754,0.019594,0.0092243,0.92261,0.92725,0.95193,0.70197,0.015239,0.0032937,0.002117,0.0092377,0.0092377,0.0092377
156,0.017571,0.019824,0.0092962,0.92765,0.92766,0.95324,0.70316,0.015236,0.0032931,0.0021234,0.0092327,0.0092327,0.0092327
157,0.01754,0.01994,0.0091384,0.92742,0.92784,0.95308,0.69993,0.015248,0.0032949,0.002129,0.0092278,0.0092278,0.0092278
158,0.01767,0.019951,0.0091673,0.92806,0.92844,0.95273,0.7008,0.015237,0.0032944,0.0021285,0.0092229,0.0092229,0.0092229
159,0.017472,0.019656,0.009064,0.92789,0.92822,0.953,0.70088,0.015245,0.003295,0.0021271,0.0092179,0.0092179,0.0092179
160,0.017365,0.01969,0.0088478,0.92691,0.9292,0.95288,0.70243,0.015244,0.0032944,0.0021328,0.0092129,0.0092129,0.0092129
161,0.017423,0.019422,0.009253,0.92687,0.92942,0.95293,0.70242,0.015253,0.0032931,0.0021371,0.009208,0.009208,0.009208
162,0.01753,0.019662,0.0092745,0.92665,0.92998,0.95297,0.70187,0.015248,0.0032906,0.0021372,0.0092031,0.0092031,0.0092031
163,0.017199,0.019514,0.0090404,0.92725,0.92945,0.95379,0.70123,0.015241,0.0032877,0.0021377,0.0091981,0.0091981,0.0091981
164,0.017244,0.019458,0.0092124,0.92494,0.93093,0.95384,0.70135,0.015239,0.0032874,0.0021411,0.0091932,0.0091932,0.0091932
165,0.017529,0.019544,0.0089873,0.92568,0.93069,0.95415,0.70176,0.015233,0.0032866,0.0021387,0.0091882,0.0091882,0.0091882
166,0.017408,0.019778,0.0091434,0.92144,0.93388,0.95451,0.70014,0.015232,0.0032877,0.0021336,0.0091833,0.0091833,0.0091833
167,0.017456,0.019609,0.0093345,0.92269,0.93298,0.95482,0.69927,0.015236,0.0032865,0.0021346,0.0091783,0.0091783,0.0091783
168,0.017256,0.019498,0.0089775,0.92124,0.93399,0.95449,0.69905,0.015236,0.0032873,0.0021411,0.0091734,0.0091734,0.0091734
169,0.017321,0.019543,0.0090343,0.92227,0.93302,0.95481,0.69946,0.015238,0.003288,0.0021379,0.0091684,0.0091684,0.0091684
170,0.017258,0.01961,0.0092398,0.92559,0.93138,0.95452,0.6992,0.015235,0.0032904,0.0021371,0.0091635,0.0091635,0.0091635
171,0.017265,0.019525,0.0093596,0.9274,0.93107,0.95418,0.69979,0.015233,0.0032909,0.002134,0.0091585,0.0091585,0.0091585
172,0.017455,0.019432,0.0091934,0.92916,0.93293,0.95444,0.70028,0.015224,0.0032903,0.0021372,0.0091535,0.0091535,0.0091535
173,0.017327,0.019558,0.0093211,0.93059,0.93353,0.95458,0.70104,0.015218,0.0032901,0.0021429,0.0091486,0.0091486,0.0091486
174,0.017291,0.019527,0.0090703,0.93359,0.92908,0.95473,0.70098,0.015205,0.0032908,0.0021471,0.0091436,0.0091436,0.0091436
175,0.016991,0.019323,0.0088295,0.93252,0.93046,0.95473,0.70087,0.015199,0.0032916,0.0021519,0.0091387,0.0091387,0.0091387
176,0.017408,0.019626,0.0091008,0.93166,0.93301,0.95456,0.69877,0.015194,0.0032925,0.0021483,0.0091337,0.0091337,0.0091337
177,0.017258,0.019722,0.0090716,0.93094,0.93353,0.95572,0.69888,0.015188,0.0032926,0.0021388,0.0091288,0.0091288,0.0091288
178,0.017356,0.019429,0.009178,0.93069,0.93347,0.95581,0.69946,0.015185,0.0032933,0.002139,0.0091239,0.0091239,0.0091239
179,0.01727,0.019498,0.0089575,0.92802,0.93364,0.95595,0.69927,0.015184,0.0032926,0.002137,0.0091189,0.0091189,0.0091189
180,0.017287,0.019435,0.0088196,0.92992,0.93355,0.95592,0.69842,0.01519,0.0032929,0.0021307,0.0091139,0.0091139,0.0091139
181,0.017331,0.019552,0.0088012,0.93062,0.93338,0.95544,0.69825,0.015178,0.0032926,0.0021343,0.009109,0.009109,0.009109
182,0.017234,0.019375,0.0089304,0.93293,0.93213,0.95546,0.69827,0.015176,0.003292,0.002136,0.0091041,0.0091041,0.0091041
183,0.017332,0.019705,0.0089379,0.93302,0.93158,0.95508,0.69794,0.015167,0.0032914,0.002138,0.0090991,0.0090991,0.0090991
184,0.017104,0.019294,0.0089819,0.92731,0.93695,0.95528,0.69932,0.015161,0.0032922,0.0021416,0.0090942,0.0090942,0.0090942
185,0.017115,0.019531,0.0088779,0.92935,0.94856,0.95551,0.69986,0.015151,0.003292,0.0021456,0.0090892,0.0090892,0.0090892
186,0.017205,0.019544,0.0090107,0.9292,0.94865,0.95484,0.69899,0.015145,0.0032903,0.0021449,0.0090843,0.0090843,0.0090843
187,0.01721,0.01934,0.0088041,0.9291,0.94877,0.95489,0.69912,0.015133,0.0032892,0.0021423,0.0090793,0.0090793,0.0090793
188,0.017224,0.019443,0.0088341,0.92944,0.9488,0.95497,0.69812,0.015132,0.0032895,0.0021405,0.0090744,0.0090744,0.0090744
189,0.017037,0.019589,0.0087461,0.92955,0.94872,0.95514,0.69819,0.015143,0.0032897,0.0021419,0.0090694,0.0090694,0.0090694
190,0.017303,0.01966,0.0087566,0.92817,0.94768,0.95502,0.69776,0.015149,0.0032891,0.0021408,0.0090644,0.0090644,0.0090644
